url,title,summary
https://www.nhk.or.jp/rss/news/cat0.xml,ワールドカップ 日本対クロアチア【速報中】0-0 前半40分,サッカーのワールドカップカタール大会、日本代表は史上初のベスト8進出をかけて決勝トーナメント1回戦で前回大会準優勝のクロアチアと対戦しています。日本時間の6日午前0時から始まった試合のもようを随時更新してお伝えします。※日本と現地との時差は6時間 原則日本時間で表記します※
https://www.nhk.or.jp/rss/news/cat0.xml,クロアチア戦 午前0時キックオフ ポイントは？【QAで詳しく】,サッカーワールドカップカタール大会に臨んでいる日本代表は、日本時間の6日午前0時から決勝トーナメント1回戦で前回大会準優勝のクロアチアと対戦します。史上初のベスト8進出に向けて、勝つためのポイントはどこにあるのか。元日本代表のゴールキーパーで、今回の試合をNHKラジオ第1で解説する小島伸幸さんと、クロアチア出身の元Jリーガー、ミハエル・ミキッチ氏に聞きました。※NHKでは日本時間の5日午後11時50分から決勝トーナメント1回戦、日本対クロアチアの試合をラジオ第1でお伝えします。
https://www.nhk.or.jp/rss/news/cat0.xml,いつもの薬がない…なぜ？いつまで続く？ジェネリック供給不足,薬局の窓口で薬を受け取ろうとしたら「その薬、不足していまして…」「出荷調整中で…」。こうした状況が、もう1年以上も続いています。おととし以降相次いで発覚したジェネリック医薬品メーカーの不正をきっかけに、かつてない規模の医薬品供給不足が続き、5日の業界団体の発表では医薬品全体の3割近くに及んでいるということです。どんな薬が不足し、いつまで続くのか。専門家の取材も交えて詳しくまとめました。
https://www.nhk.or.jp/rss/news/cat0.xml,渡辺徹さん死去 妻の郁恵さんら会見 「感謝しかありません」,先月亡くなった俳優の渡辺徹さんの妻で、タレントの榊原郁恵さんと長男で俳優の渡辺裕太さんが5日会見し、徹さんへの思いを語りました。
https://www.nhk.or.jp/rss/news/cat0.xml,海上保安庁 ことし運用開始の無人航空機 新たに3機以上配備へ,海上保安庁は、ことし運用を始めた無人航空機「シーガーディアン」について、来年以降、新たに3機以上配備する方向で調整を進めていることが関係者への取材で分かりました。無人航空機で取得した情報を、海上自衛隊とリアルタイムで共有することも検討しているということです。
https://www.nhk.or.jp/rss/news/cat0.xml,都立高入試スピーキングテスト 反対団体“問題指摘470件以上”,先月、初めて実施された東京都立高校の入試で活用される英語の「スピーキングテスト」について、「ほかの受験生の解答が聞こえた」などと、問題を指摘する声が470件以上寄せられたとテストに反対する団体が発表しました。
https://www.nhk.or.jp/rss/news/cat0.xml,岸田首相 防衛費 5年間で“総額約43兆円確保”で調整へ,防衛力の抜本的な強化に向けて、岸田総理大臣は5日夜、財務、防衛の両大臣と会談し、来年度から5年間の防衛費について、総額でおよそ43兆円を確保する方向で調整を急ぐことを確認しました。
